id,district,sub_district,village_code,village_name,coverage_type,lgd_code,gram_panchayat_ulb,latitude,longitude,elevation_m,slope_deg,distance_to_stream_m,catchment_sqkm,rainfall_1h_mm,rainfall_24h_mm,soil_moisture_pct,water_level_m,water_level_rate_mh,risk_score,risk_level,alert_status
TN-THN-641072-63,Theni,Bodinayakanur,641072,Kottagudi,FULL,229032,Kottakudi(Gram Panchayat)-Bodinaickanur(Panchayat Samiti)-Theni(Zila Panchayat),10.0078,77.36923,342,23.5,474.2,29.3,0.8,21.7,40.5,0.46,-0.01,15,LOW,NORMAL
TN-THN-641082-64,Theni,Bodinayakanur,641082,Kulaiyanur,FULL,229031,Koolayanur(Gram Panchayat)-Bodinaickanur(Panchayat Samiti)-Theni(Zila Panchayat),10.01362,77.37597,340,20.1,104.6,22.3,6.1,33.7,35.1,1.0,0.0,18,LOW,NORMAL
TN-THN-641076-65,Theni,Bodinayakanur,641076,Meenakshipuram (Bodi),PART,229027,Anaikaraipatti(Gram Panchayat)-Bodinaickanur(Panchayat Samiti)-Theni(Zila Panchayat),10.01518,77.38081,475,20.2,644.3,44.8,10.0,32.4,40.7,0.72,0.02,22,MODERATE,NORMAL
TN-THN-932347-66,Theni,Bodinayakanur,932347,Melachokkanathapuram,FULL,252897,Bodinayakanur(Municipality),10.02438,77.33405,430,20.6,111.5,38.7,24.0,107.0,64.6,1.48,0.08,45,ELEVATED,MONITORING
TN-THN-641083-67,Theni,Bodinayakanur,641083,Rasingapuram,PART,229033,Maniyampatti(Gram Panchayat)-Bodinaickanur(Panchayat Samiti)-Theni(Zila Panchayat),10.03974,77.38141,406,21.4,298.8,32.1,2.9,19.3,28.7,0.81,-0.0,17,LOW,NORMAL
TN-THN-641083-68,Theni,Bodinayakanur,641083,Rasingapuram,PART,229035,Nagalapuram(Gram Panchayat)-Bodinaickanur(Panchayat Samiti)-Theni(Zila Panchayat),10.00458,77.34254,485,26.9,435.5,12.9,2.7,25.1,39.9,1.1,-0.01,17,LOW,NORMAL
TN-THN-641083-69,Theni,Bodinayakanur,641083,Rasingapuram,PART,229036,Rasingapuram(Gram Panchayat)-Bodinaickanur(Panchayat Samiti)-Theni(Zila Panchayat),10.04788,77.32351,402,26.2,417.4,30.7,24.0,108.6,61.0,1.38,0.09,44,ELEVATED,MONITORING
TN-THN-641078-70,Theni,Bodinayakanur,641078,Silamalai,FULL,229037,Silamalai(Gram Panchayat)-Bodinaickanur(Panchayat Samiti)-Theni(Zila Panchayat),9.97635,77.322,400,22.3,574.9,44.0,19.4,108.5,66.3,1.52,0.04,44,ELEVATED,MONITORING
TN-THN-641081-71,Theni,Bodinayakanur,641081,Uppukottai,PART,229029,Kamarajapuram(Gram Panchayat)-Bodinaickanur(Panchayat Samiti)-Theni(Zila Panchayat),10.04788,77.32351,402,26.2,417.4,30.7,24.0,108.6,61.0,1.38,0.09,44,ELEVATED,MONITORING
TN-THN-641081-72,Theni,Bodinayakanur,641081,Uppukottai,PART,229039,Uppukottai(Gram Panchayat)-Bodinaickanur(Panchayat Samiti)-Theni(Zila Panchayat),9.97475,77.35628,443,21.6,506.8,30.4,8.5,31.8,45.9,1.04,0.02,24,MODERATE,NORMAL
TN-THN-932448-73,Theni,Periyakulam,932448,Devathanapatti Bit -1,FULL,252899,Devadanapatti(Town Panchayat),10.10542,77.52221,347,16.0,251.6,39.8,9.0,30.1,46.5,0.9,-0.02,22,MODERATE,NORMAL
TN-THN-932401-74,Theni,Periyakulam,932401,Devathanapatti Bit -2,FULL,252899,Devadanapatti(Town Panchayat),10.11399,77.54155,414,18.5,214.7,5.7,10.3,35.4,43.1,0.73,-0.01,17,LOW,NORMAL
TN-THN-641088-75,Theni,Periyakulam,641088,D.Vadipatty,FULL,229080,D.Vadipatti(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.13238,77.56714,403,21.1,226.4,22.8,1.7,24.2,46.9,1.1,-0.01,19,LOW,NORMAL
TN-THN-641091-76,Theni,Periyakulam,641091,Endapuli,FULL,229081,Endapuli(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.13519,77.55087,328,16.2,510.3,18.8,24.0,84.5,65.5,1.78,0.07,42,ELEVATED,MONITORING
TN-THN-641086-77,Theni,Periyakulam,641086,E.Pudukottai,FULL,229081,Endapuli(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.13238,77.56714,403,21.1,226.4,22.8,1.7,24.2,46.9,1.1,-0.01,19,LOW,NORMAL
TN-THN-932460-78,Theni,Periyakulam,932460,Genguvarpatti Bit -2,FULL,252900,Ganguvarpatti(Town Panchayat),10.10814,77.52708,363,20.9,255.6,39.2,5.8,34.2,42.8,0.62,0.02,20,LOW,NORMAL
TN-THN-641087-79,Theni,Periyakulam,641087,Genguvarpatty Bit -1,FULL,229083,G.Kallupatti(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.11899,77.52352,375,17.1,309.8,31.8,10.4,30.0,39.3,0.65,0.01,19,LOW,NORMAL
TN-THN-641095-80,Theni,Periyakulam,641095,Gullapuram,PART,229077,A Vadipatti(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.12029,77.56347,311,21.6,113.1,40.7,2.8,19.2,45.0,0.4,0.01,19,LOW,NORMAL
TN-THN-641095-81,Theni,Periyakulam,641095,Gullapuram,PART,229084,Gullapuram(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.13922,77.54461,398,18.6,537.8,5.8,25.9,107.3,74.0,1.59,0.07,45,ELEVATED,MONITORING
TN-THN-641094-82,Theni,Periyakulam,641094,Jeyamangalam Bit -1,PART,229079,Bomminaickanpatti(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.13922,77.54461,398,18.6,537.8,5.8,25.9,107.3,74.0,1.59,0.07,45,ELEVATED,MONITORING
TN-THN-641094-83,Theni,Periyakulam,641094,Jeyamangalam Bit -1,PART,229082,Erumalainaickanpatti(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.13114,77.5311,306,20.4,64.6,47.9,9.4,37.7,29.8,0.41,0.02,20,LOW,NORMAL
TN-THN-641094-84,Theni,Periyakulam,641094,Jeyamangalam Bit -1,PART,229086,Jeyamangalam(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.12441,77.55721,415,16.8,334.2,18.2,7.5,30.6,28.8,0.66,0.02,16,LOW,NORMAL
TN-THN-932454-85,Theni,Periyakulam,932454,Jeyamangalam Bit -2,FULL,229082,Erumalainaickanpatti(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.15583,77.5251,378,16.7,524.2,6.7,11.2,35.6,44.8,0.74,-0.0,18,LOW,NORMAL
TN-THN-641090-86,Theni,Periyakulam,641090,Kamatchipuram,FULL,229081,Endapuli(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.13922,77.54461,398,18.6,537.8,5.8,25.9,107.3,74.0,1.59,0.07,45,ELEVATED,MONITORING
TN-THN-641085-87,Theni,Periyakulam,641085,Keelavadagarai,FULL,229087,Keelavadakarai(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.13835,77.53533,333,15.7,283.1,29.7,8.5,25.4,45.8,0.88,-0.02,20,LOW,NORMAL
TN-THN-641093-88,Theni,Periyakulam,641093,Melmangalam Bit-1,PART,229078,Alagarnaickanpatti(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.14515,77.58722,372,15.4,551.8,40.3,8.7,21.0,49.7,0.48,-0.0,22,MODERATE,NORMAL
TN-THN-641093-89,Theni,Periyakulam,641093,Melmangalam Bit-1,PART,229089,Melmangalam(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.14416,77.55961,337,20.0,551.1,10.7,3.6,37.1,49.4,0.58,0.02,18,LOW,NORMAL
TN-THN-641093-90,Theni,Periyakulam,641093,Melmangalam Bit-1,PART,229090,Muthalakkampatti(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.14875,77.52357,448,14.1,178.2,23.5,11.7,43.7,28.2,0.7,0.02,18,LOW,NORMAL
TN-THN-932464-91,Theni,Periyakulam,932464,Melmangalam Bit -2,FULL,229090,Muthalakkampatti(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.13458,77.54498,440,17.9,638.6,5.9,10.2,22.1,34.3,1.07,0.02,18,LOW,NORMAL
TN-THN-641098-92,Theni,Periyakulam,641098,Mullaikaradu Block Rf,PART,229052,Seepalakottai(Gram Panchayat)-Chinnamanur(Panchayat Samiti)-Theni(Zila Panchayat),10.08051,77.53738,454,26.1,496.7,31.9,9.2,31.9,38.2,0.54,0.0,20,LOW,NORMAL
TN-THN-641097-93,Theni,Periyakulam,641097,Murugamalai Rf,PART,229081,Endapuli(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.08051,77.53738,374,20.9,496.7,31.9,4.1,21.5,28.7,0.96,0.03,19,LOW,NORMAL
TN-THN-641099-94,Theni,Periyakulam,641099,Parambikaradu,PART,229100,Koduvilarpatti(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),10.10306,77.51808,393,21.3,528.7,22.6,6.7,22.5,48.6,0.75,0.02,22,MODERATE,NORMAL
TN-THN-641089-95,Theni,Periyakulam,641089,Silvarpatty,FULL,229092,Silvarpatti(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.13132,77.54586,331,15.9,509.2,36.6,7.5,35.0,41.2,0.47,-0.02,16,LOW,NORMAL
TN-THN-641092-96,Theni,Periyakulam,641092,Thamarai Kulam Bit -1,PART,229085,Jallipatti(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.15418,77.57408,302,15.7,580.0,43.2,19.2,95.8,71.4,1.53,0.08,45,ELEVATED,MONITORING
TN-THN-641092-97,Theni,Periyakulam,641092,Thamarai Kulam Bit -1,PART,229088,Lakshmipuram(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.15231,77.5842,404,15.9,440.3,29.4,6.2,24.2,29.3,0.84,-0.01,16,LOW,NORMAL
TN-THN-641092-98,Theni,Periyakulam,641092,Thamarai Kulam Bit -1,PART,229091,Saruthupatti(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.08051,77.53738,374,20.9,496.7,31.9,4.1,21.5,28.7,0.96,0.03,19,LOW,NORMAL
TN-THN-932453-99,Theni,Periyakulam,932453,Thamarai Kulam Bit -2,FULL,252901,Thamaraikulam(Town Panchayat),10.10606,77.56806,328,19.6,151.5,30.2,4.4,26.6,28.9,0.67,-0.01,16,LOW,NORMAL
TN-THN-932384-100,Theni,Periyakulam,932384,Thenkarai Bit -1,FULL,252902,Periyakulam(Municipality),10.10066,77.5367,301,16.3,314.0,32.2,15.7,98.9,63.2,1.95,0.04,39,MODERATE,NORMAL
TN-THN-932391-101,Theni,Periyakulam,932391,Thenkarai Bit -2,FULL,252903,Thenkarai(Town Panchayat),10.0843,77.51655,309,19.6,380.7,38.3,0.1,27.5,30.6,1.09,0.02,18,LOW,NORMAL
TN-THN-641084-102,Theni,Periyakulam,641084,Vadagarai Bit -1,FULL,229087,Keelavadakarai(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.10338,77.5758,465,19.2,344.3,20.3,5.3,25.8,42.6,1.08,0.02,19,LOW,NORMAL
TN-THN-932456-103,Theni,Periyakulam,932456,Vadakarai Bit -2,FULL,252902,Periyakulam(Municipality),10.14571,77.51784,297,14.8,435.9,21.8,2.9,16.2,45.1,0.89,0.03,17,LOW,NORMAL
TN-THN-641096-104,Theni,Periyakulam,641096,Vadaveeranaickenpatty,FULL,229093,Vadapudupatti(Gram Panchayat)-Periyakulam(Panchayat Samiti)-Theni(Zila Panchayat),10.14041,77.57622,422,16.1,77.4,22.9,26.7,95.2,66.8,1.8,0.09,45,ELEVATED,MONITORING
TN-THN-932478-105,Theni,Theni,932478,Allinagaram,FULL,252905,Theni-Allinagaram(Municipality),9.9732,77.51792,311,11.7,90.7,40.5,9.8,28.2,29.5,0.89,0.01,19,LOW,NORMAL
TN-THN-641102-106,Theni,Theni,641102,Govindanagaram,PART,229094,Ambasamudram(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),9.997,77.5059,223,6.2,386.0,34.5,10.3,23.9,37.7,0.89,0.03,17,LOW,NORMAL
TN-THN-641102-107,Theni,Theni,641102,Govindanagaram,PART,229097,Govindanagaram(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),10.02466,77.46371,284,5.9,334.8,16.1,0.8,21.3,42.2,0.88,0.03,11,LOW,NORMAL
TN-THN-641102-108,Theni,Theni,641102,Govindanagaram,PART,229102,Kuppinaickenpatti(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),9.97378,77.48159,368,11.5,177.3,35.5,23.9,107.7,55.8,1.45,0.06,36,MODERATE,NORMAL
TN-THN-641109-109,Theni,Theni,641109,Jangalpatty,PART,229098,Jangalpatti(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),10.04904,77.47786,303,8.8,406.9,5.8,11.3,37.9,50.8,0.46,0.01,17,LOW,NORMAL
TN-THN-641109-110,Theni,Theni,641109,Jangalpatty,PART,229111,Venkatachalapuram(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),9.99484,77.49684,229,7.4,489.1,25.6,2.6,11.1,45.1,0.76,0.02,14,LOW,NORMAL
TN-THN-641101-111,Theni,Theni,641101,Koduvilarpatty,PART,229095,Aranmanaiputhur(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),10.00467,77.49927,250,6.1,320.2,29.3,11.9,45.7,48.0,0.81,0.01,20,LOW,NORMAL
TN-THN-641101-112,Theni,Theni,641101,Koduvilarpatty,PART,229100,Koduvilarpatti(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),10.00397,77.5147,288,8.3,101.9,5.2,4.7,31.1,46.3,0.83,-0.0,13,LOW,NORMAL
TN-THN-641101-113,Theni,Theni,641101,Koduvilarpatty,PART,229103,Nagalapuram(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),10.03811,77.46535,336,10.5,323.1,20.2,27.9,91.6,74.1,1.61,0.08,46,ELEVATED,MONITORING
TN-THN-641110-114,Theni,Theni,641110,Koduvilarpatty Rf,PART,229100,Koduvilarpatti(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),10.03419,77.49065,250,7.0,135.0,9.6,5.1,24.9,30.8,0.61,0.02,10,LOW,NORMAL
TN-THN-641106-115,Theni,Theni,641106,Kottur,FULL,229101,Kottur(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),9.97467,77.51052,278,6.7,259.4,16.4,4.3,37.5,46.1,0.56,0.01,12,LOW,NORMAL
TN-THN-641113-116,Theni,Theni,641113,Perumalkoilkarudu Exten.Rf,PART,229100,Koduvilarpatti(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),10.0421,77.48677,351,10.3,406.1,13.3,19.2,104.8,70.1,1.29,0.05,36,MODERATE,NORMAL
TN-THN-641112-117,Theni,Theni,641112,Perumalkoilkarudu Rf,PART,229095,Aranmanaiputhur(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),10.0421,77.48677,351,10.3,406.1,13.3,19.2,104.8,70.1,1.29,0.05,36,MODERATE,NORMAL
TN-THN-641108-118,Theni,Theni,641108,Poomalaikundu,PART,229096,Dharmapuri(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),9.99099,77.518,227,11.8,291.2,36.6,5.7,27.9,28.3,0.95,-0.02,16,LOW,NORMAL
TN-THN-641108-119,Theni,Theni,641108,Poomalaikundu,PART,229099,Kattunaickenpatti(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),10.03664,77.50452,349,6.2,271.3,46.7,19.5,110.0,62.4,1.84,0.11,40,MODERATE,NORMAL
TN-THN-641108-120,Theni,Theni,641108,Poomalaikundu,PART,229104,Poomalaikundu(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),9.98564,77.47435,356,8.9,147.0,17.3,0.8,9.2,36.1,1.04,0.02,11,LOW,NORMAL
TN-THN-641107-121,Theni,Theni,641107,Seelayampatty,FULL,229105,Seelayampatti(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),9.98564,77.47435,356,8.9,147.0,17.3,0.8,9.2,36.1,1.04,0.02,11,LOW,NORMAL
TN-THN-641103-122,Theni,Theni,641103,Thadicheri,PART,229106,Srirengapuram(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),10.01944,77.48727,347,13.5,219.9,46.7,10.3,40.8,35.8,1.0,0.02,21,MODERATE,NORMAL
TN-THN-641103-123,Theni,Theni,641103,Thadicheri,PART,229107,Thadicheri(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),9.99099,77.518,227,11.8,291.2,36.6,5.7,27.9,28.3,0.95,-0.02,16,LOW,NORMAL
TN-THN-641104-124,Theni,Theni,641104,Thappukundu,FULL,229108,Thappukundu(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),9.98564,77.47435,356,8.9,147.0,17.3,0.8,9.2,36.1,1.04,0.02,11,LOW,NORMAL
TN-THN-641100-125,Theni,Theni,641100,Unjampatty,FULL,229109,Unjampatti(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),10.01944,77.48727,347,13.5,219.9,46.7,10.3,40.8,35.8,1.0,0.02,21,MODERATE,NORMAL
TN-THN-641105-126,Theni,Theni,641105,Upparpatty,FULL,229110,Upparpatti(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),10.04064,77.49746,389,9.0,127.6,6.0,28.2,95.7,60.6,1.7,0.06,37,MODERATE,NORMAL
TN-THN-641111-127,Theni,Theni,641111,Valkaradu Rf,PART,229109,Unjampatti(Gram Panchayat)-Theni(Panchayat Samiti)-Theni(Zila Panchayat),9.99283,77.45518,244,8.9,461.2,29.1,8.7,45.0,40.5,0.89,0.03,16,LOW,NORMAL
TN-THN-932480-128,Theni,Theni,932480,Veerapandi,FULL,252626,Veerapandi(Town Panchayat),10.01212,77.51052,327,8.1,131.2,39.4,20.4,98.9,55.1,1.72,0.08,35,MODERATE,NORMAL
TN-THN-641125-129,Theni,Uthamapalayam,641125,Alagapuri,FULL,229040,Alagapuri(Gram Panchayat)-Chinnamanur(Panchayat Samiti)-Theni(Zila Panchayat),9.80432,77.29319,385,22.9,68.7,7.8,11.5,29.7,42.8,0.99,0.01,21,MODERATE,NORMAL
TN-THN-932594-130,Theni,Uthamapalayam,932594,Chinnamanur,FULL,252913,Chinnamanur(Municipality),9.81073,77.31512,366,22.6,598.9,18.2,19.8,102.4,67.8,1.43,0.1,42,ELEVATED,MONITORING
TN-THN-641130-131,Theni,Uthamapalayam,641130,Chinnaovalapuram,FULL,229042,Chinnaovulapuram(Gram Panchayat)-Chinnamanur(Panchayat Samiti)-Theni(Zila Panchayat),9.83289,77.31978,432,24.4,287.7,13.9,8.1,28.4,45.0,0.68,-0.01,20,LOW,NORMAL
TN-THN-932575-132,Theni,Uthamapalayam,932575,Cumbum,FULL,252918,Cumbum(Municipality),9.77523,77.34329,359,19.1,189.9,14.1,1.5,19.2,36.1,0.59,-0.0,12,LOW,NORMAL
TN-THN-641131-133,Theni,Uthamapalayam,641131,Erasakkanayackanur,FULL,229044,Erasakkanaickanur(Gram Panchayat)-Chinnamanur(Panchayat Samiti)-Theni(Zila Panchayat),9.82374,77.2903,299,19.5,283.8,24.4,29.3,103.8,68.2,1.77,0.09,48,ELEVATED,MONITORING
TN-THN-641133-134,Theni,Uthamapalayam,641133,Erasakkanayackanur Hills,FULL,229046,Kanniservaipatti(Gram Panchayat)-Chinnamanur(Panchayat Samiti)-Theni(Zila Panchayat),9.80829,77.30473,396,23.5,331.5,12.6,0.6,13.1,28.5,1.06,0.01,15,LOW,NORMAL
TN-THN-641128-135,Theni,Uthamapalayam,641128,Gokilapuram,FULL,229113,Gokilapuram(Gram Panchayat)-Uthamapalayam(Panchayat Samiti)-Theni(Zila Panchayat),9.80466,77.34793,393,20.9,582.9,46.7,6.2,25.4,38.2,1.07,0.02,22,MODERATE,NORMAL
TN-THN-932551-136,Theni,Uthamapalayam,932551,Hanumanthanpatti,FULL,252916,Hanumanthampatti(Town Panchayat),9.7853,77.30478,444,20.3,517.6,24.7,2.8,27.9,48.4,0.83,0.02,20,LOW,NORMAL
TN-THN-932565-137,Theni,Uthamapalayam,932565,Kamayakoundanpatti,FULL,252919,Kamayagoundanpatti(Town Panchayat),9.79259,77.35297,405,24.7,431.3,22.4,7.0,29.1,32.3,0.67,0.02,19,LOW,NORMAL
TN-THN-641132-138,Theni,Uthamapalayam,641132,Kanniservaipatti,FULL,229046,Kanniservaipatti(Gram Panchayat)-Chinnamanur(Panchayat Samiti)-Theni(Zila Panchayat),9.8388,77.31014,405,18.6,570.4,31.4,8.3,25.0,38.5,0.45,0.02,17,LOW,NORMAL
TN-THN-932596-139,Theni,Uthamapalayam,932596,Karunkattankulam,FULL,252918,Cumbum(Municipality),9.79767,77.30367,279,17.9,406.4,14.6,6.5,19.3,29.5,0.46,-0.0,13,LOW,NORMAL
TN-THN-641134-140,Theni,Uthamapalayam,641134,Keelagudalur East,PART,229072,Angoorpalayam(Gram Panchayat)-Cumbum(Panchayat Samiti)-Theni(Zila Panchayat),9.78437,77.35252,358,23.2,595.4,34.6,20.8,91.3,62.8,1.96,0.06,44,ELEVATED,MONITORING
TN-THN-641134-141,Theni,Uthamapalayam,641134,Keelagudalur East,PART,229073,Karunakkamuthanpatti(Gram Panchayat)-Cumbum(Panchayat Samiti)-Theni(Zila Panchayat),9.826,77.31851,342,18.3,353.1,6.6,10.6,41.0,40.2,0.44,-0.02,14,LOW,NORMAL
TN-THN-641134-142,Theni,Uthamapalayam,641134,Keelagudalur East,PART,229074,Kullappagoundanpatti(Gram Panchayat)-Cumbum(Panchayat Samiti)-Theni(Zila Panchayat),9.78507,77.30691,435,23.6,179.8,35.6,28.9,111.0,71.8,1.29,0.06,50,ELEVATED,MONITORING
TN-THN-932569-143,Theni,Uthamapalayam,932569,Kelagudalur West,PART,252596,Gudalur(Municipality),9.83756,77.36419,375,20.0,204.4,8.0,7.7,38.9,35.0,0.43,-0.02,13,LOW,NORMAL
TN-THN-932569-144,Theni,Uthamapalayam,932569,Kelagudalur West,PART,229073,Karunakkamuthanpatti(Gram Panchayat)-Cumbum(Panchayat Samiti)-Theni(Zila Panchayat),9.82649,77.36806,330,24.3,500.0,43.4,2.1,15.4,50.7,0.53,0.02,23,MODERATE,NORMAL
TN-THN-641137-145,Theni,Uthamapalayam,641137,Kombai East,PART,229115,Melasindalaicherri(Gram Panchayat)-Uthamapalayam(Panchayat Samiti)-Theni(Zila Panchayat),9.78592,77.31418,310,21.9,501.8,23.4,26.8,111.8,65.0,1.64,0.06,45,ELEVATED,MONITORING
TN-THN-932549-146,Theni,Uthamapalayam,932549,Kombai West,FULL,252912,Kombai(Town Panchayat),9.81625,77.34346,283,17.2,87.6,7.8,15.7,95.2,55.5,1.35,0.09,31,MODERATE,NORMAL
TN-THN-641138-147,Theni,Uthamapalayam,641138,Koothanatchiyar Rf,PART,229075,Narayanathevanpatti(Gram Panchayat)-Cumbum(Panchayat Samiti)-Theni(Zila Panchayat),9.81432,77.31501,383,18.0,344.5,10.8,10.6,27.2,44.3,0.62,0.01,18,LOW,NORMAL
TN-THN-932554-148,Theni,Uthamapalayam,932554,K Pudupatti,N/A,N/A,N/A,9.79259,77.35297,405,24.7,431.3,22.4,7.0,29.1,32.3,0.67,0.02,19,LOW,NORMAL
TN-THN-932580-149,Theni,Uthamapalayam,932580,Kuchanoor,FULL,252909,Kuchanur(Town Panchayat),9.79831,77.36057,291,17.9,274.0,12.2,1.8,39.1,30.8,0.41,-0.01,10,LOW,NORMAL
TN-THN-641127-150,Theni,Uthamapalayam,641127,Mallingapuram,FULL,229112,Anaimalaiyanpatti(Gram Panchayat)-Uthamapalayam(Panchayat Samiti)-Theni(Zila Panchayat),9.79923,77.33893,436,22.2,227.3,10.9,11.6,30.7,39.0,1.09,0.01,20,LOW,NORMAL
TN-THN-641120-151,Theni,Uthamapalayam,641120,Markeyankottai,FULL,229041,Ayyampatti(Gram Panchayat)-Chinnamanur(Panchayat Samiti)-Theni(Zila Panchayat),9.77222,77.36126,385,23.9,481.7,33.6,24.7,99.1,73.5,1.94,0.06,51,ELEVATED,MONITORING
TN-THN-641144-152,Theni,Uthamapalayam,641144,Melagudalur North,PART,229074,Kullappagoundanpatti(Gram Panchayat)-Cumbum(Panchayat Samiti)-Theni(Zila Panchayat),9.79662,77.31772,367,18.5,250.2,21.1,27.0,111.7,68.1,1.64,0.1,46,ELEVATED,MONITORING
TN-THN-932572-153,Theni,Uthamapalayam,932572,Melagudalur South,N/A,N/A,N/A,9.82702,77.35528,323,21.2,489.6,10.5,5.9,30.0,45.4,0.42,0.02,17,LOW,NORMAL
TN-THN-641126-154,Theni,Uthamapalayam,641126,Muthulapuram,FULL,229047,Muthulapuram(Gram Panchayat)-Chinnamanur(Panchayat Samiti)-Theni(Zila Panchayat),9.82405,77.31094,326,18.0,65.1,21.1,5.8,21.2,38.4,0.66,-0.0,15,LOW,NORMAL
TN-THN-933490-155,Theni,Uthamapalayam,933490,Narayanathevanpatti Hills,N/A,N/A,N/A,9.7884,77.34059,417,24.6,110.6,43.2,9.9,31.0,39.5,0.83,0.01,23,MODERATE,NORMAL
TN-THN-641135-156,Theni,Uthamapalayam,641135,Narayanathevanpatti North,PART,229075,Narayanathevanpatti(Gram Panchayat)-Cumbum(Panchayat Samiti)-Theni(Zila Panchayat),9.81943,77.35747,398,23.5,529.8,13.9,25.2,106.3,65.1,1.77,0.08,45,ELEVATED,MONITORING
TN-THN-641135-157,Theni,Uthamapalayam,641135,Narayanathevanpatti North,PART,229076,Surulipatti(Gram Panchayat)-Cumbum(Panchayat Samiti)-Theni(Zila Panchayat),9.83408,77.30553,356,18.9,249.6,37.3,3.5,17.0,45.4,0.6,0.02,19,LOW,NORMAL
TN-THN-932560-158,Theni,Uthamapalayam,932560,Narayanathevanpatti South,FULL,229076,Surulipatti(Gram Panchayat)-Cumbum(Panchayat Samiti)-Theni(Zila Panchayat),9.7714,77.31896,368,18.0,197.6,16.6,11.2,28.1,47.2,0.41,-0.01,19,LOW,NORMAL
TN-THN-932583-159,Theni,Uthamapalayam,932583,Odaipatti,FULL,252914,Odaipatti(Town Panchayat),9.82049,77.31191,346,21.7,248.6,9.3,11.3,31.5,28.2,0.98,-0.01,19,LOW,NORMAL
TN-THN-641142-160,Theni,Uthamapalayam,641142,Pandarathurai Rf,PART,229076,Surulipatti(Gram Panchayat)-Cumbum(Panchayat Samiti)-Theni(Zila Panchayat),9.81877,77.32841,439,17.2,213.8,29.8,29.9,117.0,66.2,1.72,0.09,47,ELEVATED,MONITORING
